0-sad 1-disturbed 2-happy 3-excited,0-irresponsible 1-don't respect 2-Shows respect 3-Responsible,0-Unconfident 1-don't belives 2-belives 3-very Confident,0-selfish and unregular 1-Undisciplined 2-Good attitude 3-disciplined,0-lack of communication 1-bad softskills 2-good softskills 3-good communication,0-bad social acts 1-good social acts,imageslabels
1,3,3,3,2,0,c03-096c-s01-02.png
1,2,2,3,2,0,c03-096c-s01-03.png
1,2,2,3,1,1,c03-096c-s02-00.png
1,2,2,3,1,1,c03-096c-s02-01.png
3,2,2,3,1,1,c03-096c-s02-02.png
3,3,3,3,3,1,c03-096c-s02-03.png
1,1,1,1,2,0,c03-096d-s00-00.png
3,1,1,1,2,0,c03-096d-s00-01.png
1,3,3,3,2,0,c03-096d-s01-00.png
1,1,1,1,2,0,c03-096d-s01-01.png
3,1,1,1,1,1,c03-096d-s01-02.png
1,1,1,1,2,0,c03-096d-s01-03.png
1,1,1,1,2,0,c03-096d-s01-04.png
1,1,1,1,2,0,c03-096d-s02-00.png
1,2,1,1,2,0,c03-096d-s02-01.png
1,2,1,1,2,0,c03-096d-s02-02.png
3,2,1,1,2,0,c03-096d-s02-03.png
3,2,2,3,2,0,c03-096e-s00-00.png
3,2,2,3,2,0,c03-096e-s00-01.png
3,2,1,1,2,0,c03-096e-s01-00.png
1,2,2,3,2,0,c03-096e-s01-01.png
3,2,2,3,2,0,c03-096e-s01-02.png
1,2,2,3,2,0,c03-096e-s01-03.png
3,2,2,3,2,0,c03-096e-s02-00.png
1,2,2,3,2,0,c03-096e-s02-01.png
3,2,2,3,2,0,c03-096e-s02-02.png
1,2,2,3,2,0,c03-096e-s02-03.png
3,1,1,1,2,0,c03-096f-s00-00.png
1,0,0,1,1,0,c03-096f-s00-01.png
1,2,1,1,2,0,c03-096f-s01-00.png
3,2,1,1,2,0,c03-096f-s01-01.png
1,2,2,3,2,0,c03-096f-s01-02.png
1,2,1,1,2,0,c03-096f-s01-03.png
1,2,2,3,2,0,c03-096f-s01-04.png
3,2,1,1,2,0,c03-096f-s02-00.png
3,1,1,1,2,0,c03-096f-s02-01.png
3,1,1,1,2,0,c03-096f-s02-02.png
3,2,1,1,2,0,c03-096f-s02-03.png
3,1,1,1,2,0,c06-000-s00-00.png
3,2,2,3,2,0,c06-000-s01-00.png
1,1,2,3,1,1,c06-000-s01-01.png
3,2,3,3,2,0,c06-000-s01-02.png
3,1,2,3,2,0,c06-000-s02-00.png
3,1,2,3,1,1,c06-000-s03-00.png
3,1,2,3,1,1,c06-000-s03-01.png
1,2,3,3,2,0,c06-000-s03-02.png
3,1,1,1,2,0,c06-000-s03-03.png
1,2,3,3,3,1,c06-000-s03-04.png
3,1,2,3,1,1,c06-005-s00-00.png
3,3,3,3,2,0,c06-005-s01-00.png
3,2,2,3,2,0,c06-005-s01-01.png
3,1,1,3,0,1,c06-005-s01-02.png
1,2,2,3,1,1,c06-005-s02-00.png
1,2,2,3,1,1,c06-005-s02-01.png
3,2,2,3,2,0,c06-005-s03-00.png
3,2,2,3,2,0,c06-005-s03-01.png
3,2,2,3,2,0,c06-005-s04-00.png
3,3,3,3,3,1,c06-005-s04-01.png
3,1,2,3,2,0,c06-005-s04-02.png
1,1,1,3,0,1,c06-005-s04-03.png
3,2,2,1,3,1,c06-005-s04-04.png
1,1,1,1,2,0,c06-011-s00-00.png
3,1,1,1,2,0,c06-011-s00-01.png
1,1,1,1,1,1,c06-011-s00-02.png
1,2,2,1,3,1,c06-011-s00-03.png
1,1,1,1,2,0,c06-011-s00-04.png
1,1,1,1,2,0,c06-011-s00-05.png
1,2,2,1,2,0,c06-011-s01-00.png
1,1,1,1,1,1,c06-011-s01-01.png
3,1,1,1,2,0,c06-011-s01-02.png
3,1,1,1,1,1,c06-011-s01-03.png
3,2,1,1,1,1,c06-020-s00-00.png
3,1,2,3,1,1,c06-020-s00-01.png
1,2,2,3,2,0,c06-020-s01-00.png
1,2,2,3,1,1,c06-020-s01-01.png
1,1,1,3,0,1,c06-020-s02-00.png
3,2,1,1,1,1,c06-020-s02-01.png
1,2,2,3,2,0,c06-020-s02-02.png
3,2,2,3,1,1,c06-020-s03-00.png
1,1,1,1,1,1,c06-020-s03-01.png
3,2,2,3,1,1,c06-020-s04-00.png
1,1,2,3,1,1,c06-020-s04-01.png
1,2,1,1,1,1,c06-020-s05-00.png
1,1,1,1,1,1,c06-020-s05-01.png
3,2,2,3,1,1,c06-027-s00-00.png
1,2,2,3,2,0,c06-027-s00-01.png
1,1,1,3,0,1,c06-027-s00-02.png
1,2,2,3,1,1,c06-027-s01-00.png
1,2,2,3,1,1,c06-027-s01-01.png
1,2,2,3,1,1,c06-027-s01-02.png
1,2,2,3,2,0,c06-027-s01-03.png
1,2,2,3,1,1,c06-027-s02-00.png
1,2,2,3,2,0,c06-027-s02-01.png
3,1,1,3,0,1,c06-031-s00-00.png
3,2,2,3,1,1,c06-031-s00-01.png
3,2,1,1,2,0,c06-031-s01-00.png
1,2,2,3,2,0,c06-031-s02-00.png
1,2,2,3,2,0,c06-031-s02-01.png
1,2,2,3,2,0,c06-031-s03-00.png
1,2,2,3,2,0,c06-031-s03-01.png
3,2,1,1,1,1,c06-031-s03-02.png
3,2,1,1,1,1,c06-031-s04-00.png
3,2,2,3,2,0,c06-031-s05-00.png
3,2,2,3,1,1,c06-031-s05-01.png
3,2,2,3,2,0,c06-031-s06-00.png
3,2,1,1,1,1,c06-031-s06-01.png
3,1,1,1,2,0,c06-039-s00-00.png
3,1,1,1,1,1,c06-039-s00-01.png
1,1,1,1,2,0,c06-039-s00-02.png
1,1,2,3,1,1,c06-039-s01-00.png
1,1,1,1,1,1,c06-039-s01-01.png
3,2,2,1,2,0,c06-039-s02-00.png
1,1,1,1,2,0,c06-039-s02-01.png
1,1,2,3,2,0,c06-039-s02-02.png
1,1,1,1,2,0,c06-039-s02-03.png
1,1,1,1,1,1,c06-043-s00-00.png
1,1,2,3,1,1,c06-043-s00-01.png
3,1,1,1,1,1,c06-043-s00-02.png
3,1,2,3,2,0,c06-043-s00-03.png
3,1,1,1,1,1,c06-043-s01-00.png
3,1,1,1,2,0,c06-043-s01-01.png
3,2,1,1,1,1,c06-043-s01-02.png
3,1,1,1,2,0,c06-043-s01-03.png
3,1,1,1,1,1,c06-043-s02-00.png
1,1,1,1,1,1,c06-043-s02-01.png
3,1,1,1,1,1,c06-043-s02-02.png
1,2,1,1,1,1,c06-043-s02-03.png
3,1,1,1,2,0,c06-052-s00-00.png
1,1,1,1,1,1,c06-052-s00-01.png
1,1,2,3,2,0,c06-052-s01-00.png
1,2,3,3,2,0,c06-052-s02-00.png
3,3,2,1,3,1,c06-052-s02-01.png
3,1,2,3,1,1,c06-052-s02-02.png
3,1,1,1,1,1,c06-052-s02-03.png
1,2,2,1,2,0,c06-052-s03-00.png
1,1,1,1,2,0,c06-052-s03-01.png
3,1,2,3,2,0,c06-052-s04-00.png
3,1,1,1,1,1,c06-052-s04-01.png
1,2,2,3,1,1,c06-076-s00-00.png
1,2,2,3,2,0,c06-076-s00-01.png
1,2,2,3,2,0,c06-076-s00-02.png
1,2,2,3,2,0,c06-076-s00-03.png
1,2,2,3,2,0,c06-076-s00-04.png
1,2,2,3,2,0,c06-076-s01-00.png
1,2,2,3,2,0,c06-076-s01-01.png
1,2,2,3,2,0,c06-076-s02-00.png
1,2,2,3,1,1,c06-076-s02-01.png
1,3,3,3,2,0,c06-076-s02-02.png
1,2,2,3,2,0,c06-076-s02-03.png
3,2,2,3,1,1,c06-076-s02-04.png
1,1,1,1,2,0,c06-080-s00-00.png
1,1,1,1,1,1,c06-080-s00-01.png
1,1,1,1,1,1,c06-080-s00-02.png
1,2,2,1,3,1,c06-080-s00-03.png
3,1,1,1,2,0,c06-080-s00-04.png
3,1,1,1,2,0,c06-080-s00-05.png
3,1,1,1,1,1,c06-080-s01-00.png
3,1,1,1,1,1,c06-080-s01-01.png
3,2,2,1,2,0,c06-080-s01-02.png
1,1,1,1,1,1,c06-080-s01-03.png
3,1,1,1,1,1,c06-080-s01-04.png
1,2,2,3,1,1,c06-083-s00-00.png
1,2,2,3,2,0,c06-083-s00-01.png
3,2,2,3,1,1,c06-083-s00-02.png
1,2,2,3,1,1,c06-083-s01-00.png
1,2,2,3,1,1,c06-083-s01-01.png
1,2,2,3,2,0,c06-083-s01-02.png
1,1,1,3,1,0,c06-083-s02-00.png
1,2,2,3,1,1,c06-083-s02-01.png
1,3,3,3,3,1,c06-083-s02-02.png
1,2,2,3,2,0,c06-083-s02-03.png
1,2,2,1,2,0,c06-087-s00-00.png
3,1,2,3,2,0,c06-087-s00-01.png
1,1,1,1,2,0,c06-087-s00-02.png
3,2,1,1,2,0,c06-087-s00-03.png
3,1,2,3,2,0,c06-087-s00-04.png
1,2,2,1,2,0,c06-087-s01-00.png
1,1,2,3,1,1,c06-087-s02-00.png
3,1,1,1,2,0,c06-087-s02-01.png
1,1,1,1,1,1,c06-087-s02-02.png
1,1,1,1,1,1,c06-087-s02-03.png
1,2,2,3,1,1,c06-100-s00-00.png
3,1,0,1,1,0,c06-100-s00-01.png
1,3,2,1,2,0,c06-100-s00-02.png
1,2,1,1,1,1,c06-100-s00-03.png
1,2,2,3,1,1,c06-100-s00-04.png
1,1,1,3,1,0,c06-100-s01-00.png
1,2,2,3,1,1,c06-100-s01-01.png
1,2,2,3,2,0,c06-100-s01-02.png
3,2,2,3,2,0,c06-100-s01-03.png
3,1,1,1,1,1,c06-116-s00-00.png
3,2,1,1,1,1,c06-116-s00-01.png
3,2,1,1,1,1,c06-116-s01-00.png
3,1,2,3,1,1,c06-116-s01-01.png
3,2,2,1,3,1,c06-116-s02-00.png
3,0,0,1,0,1,c06-116-s02-01.png
3,1,1,1,1,1,c06-116-s03-00.png
3,1,2,3,2,0,c06-116-s03-01.png
1,2,2,1,3,1,c06-116-s03-02.png
1,1,1,1,1,1,c06-116-s04-00.png
3,1,1,1,1,1,c06-116-s05-00.png
1,1,1,1,1,1,c06-116-s05-01.png
3,1,1,1,1,1,c06-116-s05-02.png
3,1,1,1,2,0,c06-116-s05-03.png
1,2,2,3,1,1,c06-128-s00-00.png
1,2,2,3,2,0,c06-128-s00-01.png
1,2,2,3,2,0,c06-128-s00-02.png
1,3,3,3,2,0,c06-128-s00-03.png
1,2,2,3,2,0,c06-128-s01-00.png
1,2,2,3,2,0,c06-128-s01-01.png
1,2,2,3,2,0,c06-128-s02-00.png
1,2,2,3,2,0,c06-128-s02-01.png
1,2,2,3,2,0,c06-128-s03-00.png
1,2,2,3,1,1,c06-128-s03-01.png
1,1,1,1,2,0,cred.py
3,1,1,1,2,0,d06-008-s00-00.png
3,1,1,1,1,1,d06-008-s00-01.png
1,1,1,1,2,0,d06-008-s00-02.png
1,1,1,1,1,1,d06-008-s00-03.png
3,1,1,1,2,0,d06-008-s00-04.png
3,1,1,1,2,0,d06-008-s00-05.png
3,1,1,1,1,1,d06-008-s01-00.png
3,2,2,1,2,0,d06-008-s01-01.png
1,1,1,1,1,1,d06-008-s01-02.png
1,1,1,1,2,0,d06-008-s01-03.png
1,2,2,3,1,1,d06-008-s01-04.png
3,2,1,1,1,1,d06-015-s00-00.png
3,2,2,3,1,1,d06-015-s00-01.png
1,2,2,3,1,1,d06-015-s00-02.png
1,2,2,3,1,1,d06-015-s01-00.png
3,2,2,3,1,1,d06-015-s01-01.png
3,1,1,3,1,0,d06-015-s02-00.png
3,3,3,3,3,1,d06-015-s03-00.png
1,1,1,1,1,1,d06-015-s03-01.png
1,1,1,1,2,0,d06-020-s00-00.png
3,1,1,1,1,1,d06-020-s00-01.png
3,1,1,1,1,1,d06-020-s01-00.png
3,1,1,1,1,1,d06-020-s01-01.png
3,1,1,1,2,0,d06-020-s02-00.png
3,1,1,1,1,1,d06-020-s02-01.png
1,1,1,1,1,1,d06-020-s02-02.png
3,2,2,1,2,0,d06-020-s02-03.png
3,2,2,1,2,0,d06-020-s02-04.png
1,1,1,1,1,1,d06-020-s03-00.png
1,0,0,1,0,1,d06-020-s03-01.png
1,1,1,1,2,0,d06-020-s03-02.png
1,2,1,1,2,0,d06-020-s03-03.png
3,2,1,1,2,0,d06-030-s00-00.png
1,2,2,3,2,0,d06-030-s01-00.png
3,2,2,3,1,1,d06-030-s01-01.png
1,2,2,3,1,1,d06-030-s02-00.png
1,2,2,3,2,0,d06-030-s03-00.png
3,2,2,3,2,0,d06-030-s03-01.png
3,2,2,3,2,0,d06-030-s04-00.png
3,2,2,3,2,0,d06-030-s04-01.png
3,2,2,3,1,1,d06-030-s05-00.png
3,2,2,3,2,0,d06-030-s05-01.png
3,1,1,1,1,1,d06-030-s05-02.png
3,1,1,1,2,0,d06-046-s00-00.png
3,1,1,1,1,1,d06-046-s00-01.png
1,1,1,1,2,0,d06-046-s01-00.png
3,1,1,1,2,0,d06-046-s01-01.png
3,1,1,1,2,0,d06-046-s01-02.png
3,1,1,1,1,1,d06-046-s01-03.png
3,1,1,1,2,0,d06-046-s01-04.png
1,1,1,1,2,0,d06-046-s01-05.png
1,1,1,1,1,1,d06-046-s02-00.png
1,1,1,1,1,1,d06-046-s02-01.png
1,1,1,1,2,0,d06-046-s02-02.png
1,2,2,3,1,1,d06-046-s02-03.png
3,2,2,3,2,0,d06-050-s00-00.png
1,2,2,3,1,1,d06-050-s01-00.png
3,2,2,3,2,0,d06-050-s01-01.png
3,2,2,3,2,0,d06-050-s01-02.png
1,2,1,1,2,0,d06-050-s02-00.png
3,2,2,3,2,0,d06-050-s02-01.png
1,2,2,3,1,1,d06-050-s03-00.png
3,2,2,3,2,0,d06-050-s03-01.png
3,2,2,3,1,1,d06-050-s03-02.png
3,1,2,3,1,1,d06-050-s04-00.png
3,1,1,1,1,1,d06-050-s04-01.png
3,1,1,1,2,0,d06-063-s00-00.png
3,1,1,1,1,1,d06-063-s00-01.png
1,1,1,1,1,1,d06-063-s00-02.png
3,1,1,1,2,0,d06-063-s00-03.png
3,1,1,1,2,0,d06-063-s01-00.png
1,1,1,1,2,0,d06-063-s01-01.png
1,1,1,1,1,1,d06-063-s01-02.png
3,1,1,1,1,1,d06-063-s02-00.png
1,1,1,1,2,0,d06-063-s02-01.png
1,1,1,1,2,0,d06-063-s02-02.png
3,1,1,1,2,0,d06-063-s02-03.png
3,2,2,3,1,1,d06-063-s02-04.png
1,1,1,3,0,1,d06-082-s00-00.png
1,3,3,3,2,0,d06-082-s00-01.png
3,2,2,3,1,1,d06-082-s00-02.png
1,2,2,3,2,0,d06-082-s01-00.png
3,1,1,3,1,0,d06-082-s01-01.png
3,2,2,3,1,1,d06-082-s02-00.png
1,2,2,3,2,0,d06-082-s02-01.png
3,1,2,3,2,0,d06-082-s02-02.png
3,0,0,1,1,0,d07-082-s00-00.png
1,1,2,3,2,0,d07-082-s00-01.png
1,1,1,1,2,0,d07-082-s00-02.png
1,1,1,1,2,0,d07-082-s00-03.png
1,1,1,1,2,0,d07-082-s00-04.png
3,1,1,1,1,1,d07-082-s00-05.png
3,0,1,3,1,0,d07-082-s00-06.png
3,1,1,1,2,0,d07-082-s01-00.png
3,1,2,3,2,0,d07-082-s01-01.png
3,1,1,1,2,0,d07-082-s01-02.png
1,1,2,3,2,0,d07-085-s00-00.png
3,1,1,1,2,0,d07-085-s00-01.png
1,1,2,3,2,0,d07-085-s00-02.png
3,1,1,1,2,0,d07-085-s00-03.png
3,1,1,1,1,1,d07-085-s01-00.png
1,1,1,1,2,0,d07-085-s01-01.png
1,1,1,1,2,0,d07-085-s02-00.png
1,3,3,3,2,0,d07-085-s02-01.png
1,1,2,3,2,0,d07-085-s02-02.png
1,1,1,1,2,0,d07-089-s00-00.png
1,1,1,1,2,0,d07-089-s00-01.png
1,1,1,1,2,0,d07-089-s00-02.png
3,2,2,1,2,0,d07-089-s00-03.png
3,1,2,3,2,0,d07-089-s00-04.png
1,2,2,1,2,0,d07-089-s01-00.png
1,1,1,1,2,0,d07-089-s01-01.png
3,1,1,1,2,0,d07-089-s02-00.png
1,2,2,3,2,0,d07-089-s02-01.png
3,0,0,1,1,0,d07-089-s02-02.png
1,2,2,1,3,1,d07-089-s02-03.png
3,1,1,3,1,0,d07-089-s02-04.png
1,1,1,1,2,0,d07-093-s00-00.png
1,2,3,3,2,0,d07-093-s00-01.png
3,2,1,1,2,0,d07-093-s00-02.png
3,1,1,1,2,0,d07-093-s00-03.png
1,1,1,1,2,0,d07-093-s01-00.png
3,2,2,1,2,0,d07-093-s01-01.png
3,2,1,1,2,0,d07-093-s01-02.png
3,2,1,1,2,0,d07-093-s01-03.png
3,2,1,1,2,0,d07-093-s01-04.png
1,2,2,3,2,0,d07-096-s00-00.png
3,1,2,3,2,0,d07-096-s00-01.png
1,2,2,3,2,0,d07-096-s00-02.png
3,2,1,1,2,0,d07-096-s01-00.png
1,2,1,1,2,0,d07-096-s01-01.png
3,1,2,3,2,0,d07-096-s01-02.png
3,2,2,3,2,0,d07-096-s01-03.png
1,1,1,1,2,0,d07-096-s02-00.png
1,2,1,1,2,0,d07-096-s02-01.png
3,1,1,1,2,0,d07-096-s02-02.png
3,2,1,1,2,0,d07-096-s02-03.png
1,1,1,1,2,0,d07-096-s02-04.png
3,1,1,1,2,0,d07-100-s00-00.png
3,0,0,1,1,0,d07-100-s00-01.png
3,1,1,1,2,0,d07-100-s00-02.png
1,2,2,3,2,0,d07-100-s00-03.png
1,2,1,1,2,0,d07-100-s00-04.png
3,2,1,1,2,0,d07-100-s00-05.png
1,1,1,1,2,0,d07-100-s00-06.png
3,1,1,1,2,0,d07-100-s00-07.png
1,1,1,1,1,1,d07-100-s00-08.png
3,1,1,1,2,0,d07-100-s00-09.png
1,1,1,1,2,0,d07-102-s00-00.png
3,1,2,3,2,0,d07-102-s00-01.png
1,1,1,1,2,0,d07-102-s01-00.png
1,2,2,3,2,0,d07-102-s01-01.png
1,2,2,3,2,0,d07-102-s01-02.png
1,1,2,3,2,0,d07-102-s02-00.png
1,1,1,1,1,1,d07-102-s02-01.png
1,1,1,1,2,0,d07-102-s02-02.png
3,1,1,3,0,1,d07-102-s02-03.png
3,2,2,3,1,1,database2.db
3,2,2,3,1,1,e07-000-s00-00.png
3,2,1,1,1,1,e07-000-s00-01.png
3,2,2,3,1,1,e07-000-s00-02.png
1,2,2,3,1,1,e07-000-s00-03.png
3,1,1,3,0,1,e07-000-s01-00.png
3,2,2,3,1,1,e07-000-s01-01.png
3,1,1,1,2,0,e07-000-s01-02.png
1,1,1,1,2,0,e07-000-s01-03.png
3,1,1,1,1,1,Features1.csv
3,1,2,3,2,0,forms.txt
3,1,1,1,2,0,g03-049-s00-00.png
3,2,2,3,2,0,g03-049-s00-01.png
3,0,0,1,1,0,g03-049-s00-02.png
1,1,1,1,2,0,g03-049-s00-03.png
3,0,0,1,1,0,g03-049-s00-04.png
1,2,1,1,1,1,g03-049-s00-05.png
3,2,1,1,2,0,g03-049-s01-00.png
1,2,2,3,2,0,g03-049-s01-01.png
1,2,1,1,2,0,g03-049-s01-02.png
3,2,2,3,1,1,g05-098-s00-00.png
3,1,0,1,0,1,g05-098-s00-01.png
1,2,2,3,1,1,g05-098-s00-02.png
1,2,1,1,1,1,g05-098-s01-00.png
1,2,2,3,1,1,g05-098-s01-01.png
1,2,2,3,2,0,g05-098-s01-02.png
1,2,2,3,1,1,g05-098-s01-03.png
3,2,2,3,1,1,g05-098-s01-04.png
1,1,2,3,2,0,g06-011a-s00-00.png
3,3,3,3,3,1,g06-011a-s00-01.png
1,2,2,3,1,1,g06-011a-s01-00.png
3,2,2,3,1,1,g06-011a-s01-01.png
1,1,2,3,1,1,g06-011a-s01-02.png
3,2,2,3,1,1,g06-011a-s02-00.png
1,2,2,3,1,1,g06-011a-s02-01.png
3,2,2,3,2,0,g06-011a-s03-00.png
3,2,2,3,1,1,g06-011a-s03-01.png
3,2,2,3,1,1,g06-011a-s04-00.png
3,2,2,3,1,1,g06-011a-s04-01.png
1,2,2,3,1,1,g06-011a-s05-00.png
1,1,1,1,1,1,g06-011a-s05-01.png
1,1,1,1,1,1,g06-011a-s05-02.png
1,1,1,1,1,1,g06-011a-s05-03.png
3,1,1,1,1,1,g06-011a-s05-04.png
1,2,2,1,3,1,g06-011b-s00-00.png
3,1,1,1,1,1,g06-011b-s00-01.png
1,2,2,1,3,1,g06-011b-s01-00.png
1,1,1,1,1,1,g06-011b-s01-01.png
1,1,1,1,1,1,g06-011b-s01-02.png
3,1,1,1,1,1,g06-011b-s02-00.png
1,1,1,1,1,1,g06-011b-s02-01.png
1,1,1,1,1,1,g06-011b-s02-02.png
3,1,1,1,1,1,g06-011b-s03-00.png
3,0,0,1,0,1,g06-011b-s03-01.png
1,1,1,1,1,1,g06-011b-s04-00.png
3,1,1,1,1,1,g06-011b-s04-01.png
1,2,3,3,3,1,g06-011b-s05-00.png
1,2,3,3,3,1,g06-011b-s05-01.png
3,1,2,3,1,1,g06-011b-s05-02.png
3,1,2,3,1,1,g06-011b-s05-03.png
1,1,1,1,1,1,g06-011c-s00-00.png
2,2,2,2,1,1,g06-011c-s00-01.png
1,1,2,3,1,1,g06-011c-s01-00.png
1,2,3,3,3,1,g06-011c-s01-01.png
3,1,2,3,1,1,g06-011c-s02-00.png
3,1,1,1,1,1,g06-011c-s02-01.png
3,1,1,1,1,1,g06-011c-s03-00.png
1,1,2,3,1,1,g06-011c-s03-01.png
3,2,3,3,3,1,g06-011c-s04-00.png
1,0,1,3,0,1,g06-011c-s04-01.png
3,1,1,1,2,0,g06-011c-s05-00.png
1,2,2,1,2,0,g06-011c-s05-01.png
3,1,1,1,2,0,g06-011c-s05-02.png
3,1,1,1,2,0,g06-011c-s05-03.png
1,1,1,1,2,0,g06-011e-s00-00.png
3,1,1,1,2,0,g06-011e-s01-00.png
1,1,1,1,1,1,g06-011e-s01-01.png
3,1,1,1,2,0,g06-011e-s02-00.png
3,1,1,1,2,0,g06-011e-s02-01.png
3,1,1,1,2,0,g06-011e-s03-00.png
3,1,1,1,2,0,g06-011e-s03-01.png
3,1,1,1,2,0,g06-011e-s04-00.png
3,1,1,1,2,0,g06-011e-s04-01.png
3,2,2,3,1,1,g06-011e-s05-00.png
1,2,2,3,2,0,g06-011e-s05-01.png
1,1,1,3,0,1,g06-011e-s05-02.png
1,2,2,3,1,1,g06-011e-s05-03.png
1,2,2,3,1,1,g06-011f-s00-00.png
1,2,2,3,1,1,g06-011f-s01-00.png
1,1,1,3,0,1,g06-011f-s01-01.png
1,3,3,3,3,1,g06-011f-s01-02.png
1,1,1,3,0,1,g06-011f-s02-00.png
1,2,2,3,2,0,g06-011f-s02-01.png
1,2,2,3,1,1,g06-011f-s03-00.png
1,1,1,3,0,1,g06-011f-s03-01.png
1,1,1,3,0,1,g06-011f-s04-00.png
1,1,2,3,2,0,g06-011f-s05-00.png
1,2,3,3,2,0,g06-011f-s05-01.png
1,1,1,1,2,0,g06-011f-s05-02.png
1,1,1,1,2,0,g06-011f-s05-03.png
3,1,1,1,1,1,g06-011g-s00-00.png
3,1,2,3,2,0,g06-011g-s01-00.png
3,1,2,3,2,0,g06-011g-s01-01.png
1,1,2,3,1,1,g06-011g-s01-02.png
1,1,2,3,2,0,g06-011g-s02-00.png
3,1,1,1,2,0,g06-011g-s02-01.png
3,1,1,1,2,0,g06-011g-s03-00.png
1,1,2,3,2,0,g06-011g-s03-01.png
1,0,0,1,1,0,g06-011g-s04-00.png
1,1,2,3,2,0,g06-011g-s04-01.png
1,1,2,3,1,1,g06-011g-s05-00.png
3,2,1,1,1,1,g06-011g-s05-01.png
1,2,1,1,1,1,g06-011g-s05-02.png
3,3,2,1,2,0,g06-011g-s05-03.png
1,2,1,1,1,1,g06-011h-s00-00.png
1,2,1,1,2,0,g06-011h-s01-00.png
3,2,2,3,1,1,g06-011h-s01-01.png
1,2,2,3,1,1,g06-011h-s02-00.png
3,2,2,3,1,1,g06-011h-s02-01.png
1,2,2,3,1,1,g06-011h-s02-02.png
3,1,1,1,1,1,g06-011h-s03-00.png
3,2,2,3,1,1,g06-011h-s03-01.png
3,2,1,1,1,1,g06-011h-s04-00.png
1,1,2,3,1,1,g06-011h-s04-01.png
1,1,1,1,1,1,g06-011h-s05-00.png
1,1,1,1,1,1,g06-011h-s05-01.png
3,1,1,1,1,1,g06-011h-s05-02.png
1,1,1,1,1,1,g06-011h-s05-03.png
3,1,1,1,1,1,g06-011i-s00-00.png
3,1,1,1,2,0,g06-011i-s01-00.png
3,1,1,1,1,1,g06-011i-s01-01.png
3,1,1,1,1,1,g06-011i-s02-00.png
1,1,1,1,1,1,g06-011i-s02-01.png
3,1,1,1,1,1,g06-011i-s03-00.png
1,1,1,1,1,1,g06-011i-s03-01.png
3,1,1,1,1,1,g06-011i-s04-00.png
1,0,0,1,0,1,g06-011i-s04-01.png
1,1,2,3,2,0,g06-011i-s05-00.png
1,2,3,3,2,0,g06-011i-s05-01.png
3,1,1,1,2,0,g06-011i-s05-02.png
3,2,2,1,2,0,g06-011i-s05-03.png
1,1,2,3,2,0,g06-011j-s00-00.png
3,1,2,3,1,1,g06-011j-s00-01.png
3,2,3,3,3,1,g06-011j-s01-00.png
3,1,1,1,2,0,g06-011j-s01-01.png
3,1,2,3,1,1,g06-011j-s01-02.png
1,2,3,3,2,0,g06-011j-s02-00.png
3,1,1,1,1,1,g06-011j-s02-01.png
1,1,1,1,1,1,g06-011j-s03-00.png
1,1,1,1,2,0,g06-011j-s03-01.png
3,1,1,1,2,0,g06-011j-s04-00.png
1,1,1,1,1,1,g06-011j-s04-01.png
1,1,1,1,1,1,g06-011j-s05-00.png
1,1,1,1,2,0,g06-011j-s05-01.png
1,2,2,1,3,1,g06-011j-s05-02.png
1,1,1,1,1,1,g06-011j-s05-03.png
1,2,1,1,2,0,g06-011k-s00-00.png
3,1,1,1,1,1,g06-011k-s00-01.png
1,1,1,1,1,1,g06-011k-s01-00.png
1,1,1,1,1,1,g06-011k-s01-01.png
1,2,2,1,3,1,g06-011k-s01-02.png
3,0,0,1,0,1,g06-011k-s02-00.png
1,1,1,1,1,1,g06-011k-s02-01.png
3,1,1,1,2,0,g06-011k-s03-00.png
3,1,1,1,1,1,g06-011k-s03-01.png
3,1,1,1,1,1,g06-011k-s04-00.png
1,1,1,1,1,1,g06-011k-s04-01.png
1,1,1,1,1,1,g06-011k-s05-00.png
3,2,2,3,1,1,g06-011k-s05-01.png
1,3,3,3,2,0,g06-011k-s05-02.png
3,2,2,3,1,1,g06-011k-s05-03.png
1,2,2,3,1,1,g06-011k-s05-04.png
3,2,2,3,1,1,g06-011l-s00-00.png
1,1,1,3,0,1,g06-011l-s01-00.png
3,1,1,3,0,1,g06-011l-s01-01.png
3,2,2,3,1,1,g06-011l-s01-02.png
3,2,2,3,1,1,g06-011l-s02-00.png
1,2,2,3,1,1,g06-011l-s02-01.png
3,2,2,3,1,1,g06-011l-s03-00.png
3,3,3,3,3,1,g06-011l-s03-01.png
1,2,2,3,1,1,g06-011l-s04-00.png
1,2,2,3,1,1,g06-011l-s04-01.png
1,1,1,1,2,0,g06-011l-s05-00.png
1,1,1,1,2,0,g06-011l-s05-01.png
3,1,1,1,2,0,g06-011l-s05-02.png
3,1,1,1,2,0,g06-011l-s05-03.png
1,1,1,1,2,0,g06-011m-s00-00.png
1,0,0,1,1,0,g06-011m-s00-01.png
3,1,1,1,2,0,g06-011m-s01-00.png
1,1,1,1,2,0,g06-011m-s01-01.png
3,1,1,1,2,0,g06-011m-s02-00.png
1,1,1,1,2,0,g06-011m-s02-01.png
3,1,1,1,2,0,g06-011m-s03-00.png
1,1,1,1,2,0,g06-011m-s03-01.png
3,1,1,1,2,0,g06-011m-s04-00.png
1,2,2,1,2,0,g06-011m-s04-01.png
